rank,id,name,number,dna_value,rarity_score,status
1191,46143f4d25ced73cca509be021585fa2a803efe5d8cd3bfd137d73b1e74330a8i0,OrdiMutants #2269,2269.0,Gen 1,196.4474834854672,uncommon
1192,4705065f0592e514e6e6a22e525873db65e640ef68462599871c8bf5121df30ei1,OrdiMutants #341,341.0,Gen 1,196.43335798204947,uncommon
1193,5e57c7b2e01962b55ccdda72f59925ca7baae390b4280e58ad71e71b21ef2ccdi2,OrdiMutants #3740,3740.0,Gen 1,196.3545711294236,uncommon
1194,fac88867d738e717c513b3fd3a81c8073ca7df30ec91505e3a28e8434fd58ca8i6,OrdiMutants #2599,2599.0,Gen 1,196.2887156490569,uncommon
1195,95c478becc5a0e2c3e3f69ba9ac264ee9557881de6a27f7d3fb579660a7322e7i8,OrdiMutants #906,906.0,Gen 1,196.2838612660684,uncommon
1196,df770a6c0ecab0bc46b9403891245c1bb1f9ff62d15b1e10bfdb7d64a02eba3di0,OrdiMutants #3852,3852.0,Gen 1,196.2566055364044,uncommon
1197,0ac4befac44256159ae14842a9e7247b4d25846a688fe1557ab979235d3158b1i1,OrdiMutants #4131,4131.0,Gen 1,196.21393682347357,uncommon
1198,faca4a368c281e7a0ad855a8c7992b215d2687f80132b559fbed4e92edc2e763i4,OrdiMutants #3108,3108.0,Gen 1,196.15972708299515,uncommon
1199,e76448aeabeef1c9a962ce99ef12937d82ce4221bd7071bd192d9a0b6ae430e6i4,OrdiMutants #3582,3582.0,Gen 1,196.05491433367885,uncommon
1200,a45bd9ddf6f4bb9fd641e694da109242b647c4262ed746f419388c9ff8e1b791i1,OrdiMutants #413,413.0,Gen 1,196.0121088095916,uncommon
1201,98bee4a86d5b0704b688e0e396e4ec0c552d88495621fa0c0235a2e73c8bf1bfi1,OrdiMutants #2389,2389.0,Gen 1,195.9821658608248,uncommon
1202,f891e481c5823ff800a3f80a51185e997ff8c6b870bcd46bc05f17186e4e4f90i0,OrdiMutants #2116,2116.0,Gen 1,195.97953363261988,uncommon
1203,695377975be6fd8ede0afcae48cf905e0c8de038d3472ac1343d3ce200b9fe04i4,OrdiMutants #3492,3492.0,Gen 1,195.8382658850845,uncommon
1204,144151d5ee94ee859a2615932cdc0bb8c50d1556787fc26e3f7b7d119d689cfdi6,OrdiMutants #1604,1604.0,Gen 1,195.83615179904191,uncommon
1205,e163d51b6d995c72246c8bc5448689c7258d33b03cacebef2f9b235ba60a6a90i1,OrdiMutants #308,308.0,Gen 1,195.7414120983843,uncommon
1206,955a6508789ff76d93b9e0045d37688ff0879823637d7eb978bb68fc9d6875dei0,OrdiMutants #1498,1498.0,Gen 1,195.70369118506628,uncommon
1207,e134d7edcb14b7f967b03fb5b6352fd8c9c0838c8dfee5cdc90546249a6bca6fi3,OrdiMutants #1796,1796.0,Gen 1,195.66040164448768,uncommon
1208,7d78a999d6685048fdbe3da43567c9da04b58819ca872bf325971545f49679a6i1,OrdiMutants #666,666.0,Gen 1,195.59237338433712,uncommon
1209,695146747eb10767e13d264ec02100bbd2e2b4371e15ac6aa60bddd58d68c3d0i5,OrdiMutants #552,552.0,Gen 1,195.5880457306949,uncommon
1210,0cd17e951617499d8f5ec3e50e59b6b006d943ac41639e825c2a25d8eaac90d1i0,OrdiMutants #2797,2797.0,Gen 1,195.58241637791085,uncommon
1211,47942fb3030a72a20b641af6402aeb4897967e3575d2b4f9cf670b51edcac10fi2,OrdiMutants #1462,1462.0,Gen 1,195.49548176670592,uncommon
1212,a2630afd23cb91ef276a401939b1979000453a83684aa1b3b63dfdc81394b652i6,OrdiMutants #447,447.0,Gen 1,195.48734360697105,uncommon
1213,46143f4d25ced73cca509be021585fa2a803efe5d8cd3bfd137d73b1e74330a8i3,OrdiMutants #1666,1666.0,Gen 1,195.34159222506392,uncommon
1214,a5d41ccf950b3835b20d858ee3617959548e8d605fb50e127287489b959ac2b4i0,OrdiMutants #2341,2341.0,Gen 1,195.31585661451555,uncommon
1215,8d90e7549dfb5d8828f5dcf27cf1d1c0ad081b682cba7e2c083a41a62a539695i0,OrdiMutants #1485,1485.0,Gen 1,195.29471244233144,uncommon
1216,6d6b8430f42bb8ae0c310075bbba784292f6df8317bfd516372f5ecb95f6aa72i7,OrdiMutants #2736,2736.0,Gen 1,195.27611808132485,uncommon
1217,52b5a1488fbe62f0138407a574bcc29a19dff15d0a7fb7b251cd9dfc5d257a20i1,OrdiMutants #2942,2942.0,Gen 1,195.1048734249006,uncommon
1218,8cd95ab1f673512007d464f3a2467dd19d52ab58321c386e1dd999259ad10fcci2,OrdiMutants #1079,1079.0,Gen 1,195.03509481249648,uncommon
1219,9f308fc0986d60a4b53902e7e166743f1bfe1edcbb8f655b98b5b4e72853d482i4,OrdiMutants #3342,3342.0,Gen 1,195.01461754872452,uncommon
1220,9cfdfdc9c20c08898320223606417ec62cfa179c02ded6234283fcdea3dd069di1,OrdiMutants #3791,3791.0,Gen 1,194.87355879857796,uncommon
1221,d7e104716526a12114b473ef0201caedeab8b7c0088af764193000b90cc16b29i1,OrdiMutants #2774,2774.0,Gen 1,194.83438650062772,uncommon
1222,e014fce4d4a12dfcd7804af6ff88714aba3e268a1d88527098f6396aaf15da34i0,OrdiMutants #1301,1301.0,Gen 1,194.8324301514209,uncommon
1223,610e0fdacf7f8c01cbee01dd49c309c458e31861f48b2be34fe9cd0c1051aaa4i8,OrdiMutants #1742,1742.0,Gen 1,194.77973340302503,uncommon
1224,a62a3a45b5d3880b0d0e14ef357594fbe38782773718ea4339cccedbc487c20bi4,OrdiMutants #1826,1826.0,Gen 1,194.76668849091223,uncommon
1225,7a4d50d1df9b54a6ff7ca48940c0f27b8584de036e5b2043aa04551c540a8e96i0,OrdiMutants #1073,1073.0,Gen 1,194.66960034952692,common
1226,266d1cbbda084637552f1c85dd2e6754f19ab8f75cceb82ece104ca57a1c70bfi7,OrdiMutants #3464,3464.0,Gen 1,194.61660969340247,common
1227,e4cbbe57ec4f49ce2d9c1cbd60b0b6f8ffc63d6036092d3595bff8bb2caa8927i0,OrdiMutants #4123,4123.0,Gen 1,194.56562622019328,common
1228,6a01d96cd197575d1a986c4af497cce33ef878b5715b225bea3735175061f0eei2,OrdiMutants #2595,2595.0,Gen 1,194.4929761130373,common
1229,b69d57f9b012a2414090a3712df817b24fb6f225cd9149cacbea58b40f5fd08di2,OrdiMutants #3277,3277.0,Gen 1,194.48530326213591,common
1230,b54671e4da8ca8ce6f81e4e05be83b6f58c0831bd0216722c64105ba4f7df507i1,OrdiMutants #69,69.0,Gen 1,194.45227299867256,common
1231,49bdcb91f23312dfa63d5e508f5333ff58cf6501e57cbadf7e8cfefc5a1eb35ai8,OrdiMutants #2631,2631.0,Gen 1,194.4135131593492,common
1232,5f9c01d998b03ceec2910f26fd8068386230652c55797e617cd8977a5dc6cdfei0,OrdiMutants #149,149.0,Gen 1,194.4056069616624,common
1233,0a0795a25700eb9a4a7622c6678ebb5f306795ec269b1a7fbaf2cc7e274657a7i1,OrdiMutants #843,843.0,Gen 1,194.3855703756531,common
1234,5b05f795edc8c63b8667070cfad4afc50808f8e108907d4c4d0f12c80dd4cbeai0,OrdiMutants #354,354.0,Gen 1,194.21780086009807,common
1235,d80ee30f2fc1e7f61cc12169bb7c797134dfadc220a0f909d1cd4d81eb081b61i0,OrdiMutants #512,512.0,Gen 1,194.2177853164428,common
1236,b76d8f971228c4e691a5b4928bdf377e756bb76f7aeb26ff70a5b4defa39924fi7,OrdiMutants #3315,3315.0,Gen 1,194.14488875752764,common
1237,4a6f1b05344baa9dada4da00475a05b90c0821cb5d51a2f36342fc1908422532i4,OrdiMutants #2977,2977.0,Gen 1,194.13205856763136,common
1238,610e0fdacf7f8c01cbee01dd49c309c458e31861f48b2be34fe9cd0c1051aaa4i6,OrdiMutants #23,23.0,Gen 1,194.0241899757323,common
1239,7d78a999d6685048fdbe3da43567c9da04b58819ca872bf325971545f49679a6i3,OrdiMutants #438,438.0,Gen 1,193.85052843659156,common
1240,d80ee30f2fc1e7f61cc12169bb7c797134dfadc220a0f909d1cd4d81eb081b61i3,OrdiMutants #440,440.0,Gen 1,193.82764932363168,common
1241,167ddf59ba1ae39e7db98018253d816d7534337b62b120ee8dc5f03901081db1i0,OrdiMutants #1303,1303.0,Gen 1,193.8137065143408,common
1242,b0a30cf95e494a9ba948a58267ed503b98cf1ebb0e4e6e3b6d2444f88fa85d39i5,OrdiMutants #3266,3266.0,Gen 1,193.80106699428217,common
1243,dda462dcf1a9dce7256c40c5aa1a06c9cf43a023cb8cc32fcfa3c5f50c41b923i4,OrdiMutants #4147,4147.0,Gen 1,193.7925488040996,common
1244,8393b1eecb7ec9ec0a805bb223de9c162ac72bfea2981707e1a822e66302f370i0,OrdiMutants #1127,1127.0,Gen 1,193.7767635027769,common
1245,fb6e984e4545c315b2789394168e1ce5af8c072367b1fadf08a63a813a313598i0,OrdiMutants #507,507.0,Gen 1,193.76908577308555,common
1246,f2e4bd485b0a12bdb6dafc5e4cd4bf8110d8abdc841a65451ac162a2d4937218i0,OrdiMutants #2837,2837.0,Gen 1,193.7652178378888,common
1247,138e0f170d64803f8e7451665aedcb70c5cd510ce24dedec62e29ba18436ea81i0,OrdiMutants #3304,3304.0,Gen 1,193.76465398050212,common
1248,f9de2a073524a8d73bdb4d87fa307778d5b059c40437482ecb0c80a20688b6dbi0,OrdiMutants #3461,3461.0,Gen 1,193.75283936399387,common
1249,b034ea491f0c69b5e8170150bfac46bd371091efbd08035b32a20a5035a592b2i2,OrdiMutants #8,8.0,Gen 1,193.7079383170007,common
1250,28e2d5c4d1556d41745bc3f4dae807836fbf741779ea1e1cbf7f7b22a12467e6i3,OrdiMutants #3670,3670.0,Gen 1,193.6808278717568,common
1251,39cb9cc2ab826ac8fb1ed1c6c6e80d14c74b663739c4f7938428b8805380f478i0,OrdiMutants #2126,2126.0,Gen 1,193.65646949159583,common
1252,95f24a366a6c65c9d3059f16f43b0b4d2ef6c97ad8196bdf5836cc2bcd21c05ei1,OrdiMutants #461,461.0,Gen 1,193.60238466099383,common
1253,f8fce78270ad12cf09254ac6d899e864d51d07465ddb0f08d0d85b1a0eeaba92i0,OrdiMutants #1273,1273.0,Gen 1,193.50001207559623,common
1254,839dc1d742bb895e8840c52bd6158464363138e9767b6055f24feeb7b2a80fc7i5,OrdiMutants #32,32.0,Gen 1,193.46951236483588,common
1255,5da70dd2a2ac0ec037e8e527d36408c36513c64390c6d8dc46f58b1e4da01c2ci4,OrdiMutants #2886,2886.0,Gen 1,193.4376611445956,common
1256,740deea03972ed082a3bf91100ef754cd5178b4e95fbe7db86bdc17f02df90fdi2,OrdiMutants #3491,3491.0,Gen 1,193.39045985192243,common
1257,d46b5ba887c39de83b9f7c9fe17e27ba7aa911b4e1d00c1c3117534679a7dab3i3,OrdiMutants #622,622.0,Gen 1,193.38527108218292,common
1258,24341949f5d1dab23e6db70bded095a06857e04d7b71a8079ab6e0a8671cce36i7,OrdiMutants #1141,1141.0,Gen 1,193.33259048670857,common
1259,5da70dd2a2ac0ec037e8e527d36408c36513c64390c6d8dc46f58b1e4da01c2ci0,OrdiMutants #745,745.0,Gen 1,193.32999559561105,common
1260,c683b33688f808d3bb2f0fbfe68e0c425c54f2a9ea815aabb555d6320988138ai1,OrdiMutants #3563,3563.0,Gen 1,193.3179175947363,common
1261,d87e7f218f800c348bf83075abc06546eb3b060953957788c1a1b1b9ff23f6d1i6,OrdiMutants #3472,3472.0,Gen 1,193.2749045309562,common
1262,800bcc9f4b1fcd44c4976a01c780c42c646a4ae3c15101f12605f08728242665i3,OrdiMutants #1181,1181.0,Gen 1,193.25339957389397,common
1263,5ef71e534b321c687b77402917ce33e7df781ae245388b291c1f62b69e8b5a24i2,OrdiMutants #3935,3935.0,Gen 1,193.22582862039067,common
1264,ff57b769a11580f276cc9fc1eb9d0358dd4f3a3165deeb73a35394de6ffc4cc0i1,OrdiMutants #2884,2884.0,Gen 1,193.2195901640492,common
1265,62a8f07cade37094e7935a43e04fd20ea92645036de28a1639323794ea3d9018i4,OrdiMutants #1117,1117.0,Gen 1,193.1882429537728,common
1266,2f2da7883dad0f322bff35d7484c919722610be31eab7637a5c3790bde505748i0,OrdiMutants #2272,2272.0,Gen 1,193.18485585414672,common
1267,3916eac2967df1f914e31715e6810bcdfa74d348741b110e9adc115838746cd5i0,OrdiMutants #3333,3333.0,Gen 1,193.16488461476436,common
1268,340076391d2d341df615f73b2cb71e354697098bb14915220959c609f5e8ca27i1,OrdiMutants #3497,3497.0,Gen 1,193.14926969512936,common
1269,ab61b8be133cb6cf27ce418b2279fa5bfa64ca1cc7f43f1fbddcf7ce4fbfb2dei1,OrdiMutants #1857,1857.0,Gen 1,193.1189541789471,common
1270,c3ad90713f44d70db5da8ed13829c501f1bec3990cfa0775c7065efa3a6ca1d1i0,OrdiMutants #1288,1288.0,Gen 1,193.08454312446955,common
1271,08fbac6d781c462a8d058be1a5ba5adcf6fa9e7248f7dada78e6b129fa7d7956i1,OrdiMutants #3942,3942.0,Gen 1,193.0621844971038,common
1272,52b5a1488fbe62f0138407a574bcc29a19dff15d0a7fb7b251cd9dfc5d257a20i5,OrdiMutants #787,787.0,Gen 1,193.0222765651054,common
1273,0dafe8b0c88cbbd0bfb35aaa364ecf0b53bd5df0ab6e798f63c1401b022b1928i2,OrdiMutants #1624,1624.0,Gen 1,192.978203870278,common
1274,f7bfc812f77b63a396d6c752898d5dc42d42cb8706dca4864bd4578dd1364771i1,OrdiMutants #369,369.0,Gen 1,192.97592107096955,common
1275,a06640974f02958260bad9ac5470ac3888913952c85dc04767a28285262f4314i1,OrdiMutants #3363,3363.0,Gen 1,192.9143150422423,common
1276,a38e9712f9176e717c0c230937a8aa30cb776ee84ed037a4b4f45cb8e20b1a5fi5,OrdiMutants #1602,1602.0,Gen 1,192.88859847931957,common
1277,1c59c92d8ff40b602c8460f7bfe7fac381b5b911da5d8068a682d4fde9139493i1,OrdiMutants #2106,2106.0,Gen 1,192.87475150301935,common
1278,955a6508789ff76d93b9e0045d37688ff0879823637d7eb978bb68fc9d6875dei2,OrdiMutants #4086,4086.0,Gen 1,192.8187376156495,common
1279,e5db2610fbcaaf8ae68ed45dc93f62be62ef468a1de98373979c875ca97ee4c4i3,OrdiMutants #2072,2072.0,Gen 1,192.80329497732103,common
1280,2bf3fc9018799eceb3d6be6be3c3a68c6352f7c70cf75dff62e832745a95b307i1,OrdiMutants #1701,1701.0,Gen 1,192.75111414887724,common
1281,16edcc2bd4678c6ac91a8195fcc2682ca41621d51e7749188d6bc8e5a984caf9i1,OrdiMutants #3364,3364.0,Gen 1,192.7417609987376,common
1282,be37306c0619b4fcb3e389b756c92f501c50212396b8f8142d8255c7f82fa38di2,OrdiMutants #3984,3984.0,Gen 1,192.7180012977928,common
1283,266d1cbbda084637552f1c85dd2e6754f19ab8f75cceb82ece104ca57a1c70bfi8,OrdiMutants #2580,2580.0,Gen 1,192.713187148772,common
1284,144151d5ee94ee859a2615932cdc0bb8c50d1556787fc26e3f7b7d119d689cfdi3,OrdiMutants #2587,2587.0,Gen 1,192.65790174952025,common
1285,e4cbbe57ec4f49ce2d9c1cbd60b0b6f8ffc63d6036092d3595bff8bb2caa8927i3,OrdiMutants #892,892.0,Gen 1,192.61174343674648,common
1286,b156cffcf147b2e839bab6b0999706c4f58fe5b09edfed412b332662ab98d30ci5,OrdiMutants #643,643.0,Gen 1,192.5095807374531,common
1287,e7f6c216ca55de8a2731be095cf7f78f62257517d6e5fcf36780c141bbd574aci3,OrdiMutants #182,182.0,Gen 1,192.49991705469037,common
1288,44f1773fd77231c0ff32e412ab376f295762eb6f3a19672e3565079f6904cc2di0,OrdiMutants #819,819.0,Gen 1,192.4766740310129,common
1289,62b9ac6b5b215919b64dbc18711d7ae320c0d7fe03b61cfcf22ecebe5ce20c87i0,OrdiMutants #1026,1026.0,Gen 1,192.31119644867684,common
1290,a6d3268499b4c3d2c19348bb3350e9a0c620a5a21227375c7087139c278747d6i4,OrdiMutants #2686,2686.0,Gen 1,192.2683664740814,common
1291,e8b070fdb359fb3e99c4ab9c8836c949f644bd7c5a5bfc5c84739ba98c977db0i0,OrdiMutants #3163,3163.0,Gen 1,192.2251428770548,common
1292,c9fb53b37c63adf6537c6270f8b89674c6960ae2887ce91c6ce5bb0abdb491bci1,OrdiMutants #3132,3132.0,Gen 1,192.2223556305076,common
1293,b1ddf9d509ec61f6f881f28ac9e0349164ed93a9c9d23843ff7a68e3c66c2a39i2,OrdiMutants #2117,2117.0,Gen 1,192.19023473899009,common
1294,0194a28523007985a5dfea8fad98a4ee3e86854bca7418c3ba969bc6089588d7i0,OrdiMutants #3920,3920.0,Gen 1,192.09261885785605,common
1295,98bee4a86d5b0704b688e0e396e4ec0c552d88495621fa0c0235a2e73c8bf1bfi0,OrdiMutants #3156,3156.0,Gen 1,192.01766504916264,common
1296,e7f6c216ca55de8a2731be095cf7f78f62257517d6e5fcf36780c141bbd574aci6,OrdiMutants #3473,3473.0,Gen 1,192.01065573826136,common
1297,1af149b4fdae1b9472fb3d86c5a24c5087f2876adfb6a7d82185cc59b66ac341i1,OrdiMutants #636,636.0,Gen 1,191.9885063375068,common
1298,fb6e984e4545c315b2789394168e1ce5af8c072367b1fadf08a63a813a313598i1,OrdiMutants #2237,2237.0,Gen 1,191.95374734562247,common
1299,1d1ce5ece8cdb2bbd0a1dd238d2874279a9b959ce2e2c30f2cf0f0d99d494a0bi1,OrdiMutants #2367,2367.0,Gen 1,191.779483794518,common
1300,c268fc17da519eccd635dedc211cb193dd090081276da3945638f5f4a1f671f4i2,OrdiMutants #4140,4140.0,Gen 1,191.77058094431945,common
1301,e46eb0cc64431dd7ca5d1d9fb87e527b213c7ccda50b6ccd03073e16eac6ba27i7,OrdiMutants #3815,3815.0,Gen 1,191.63020692734452,common
1302,6b59c37b0a6cad64e114f732c5b0c7da3a1883991c16e85e05987220f6dd74aei0,OrdiMutants #1204,1204.0,Gen 1,191.5837347675704,common
1303,8cd95ab1f673512007d464f3a2467dd19d52ab58321c386e1dd999259ad10fcci1,OrdiMutants #3936,3936.0,Gen 1,191.345157279996,common
1304,49bdcb91f23312dfa63d5e508f5333ff58cf6501e57cbadf7e8cfefc5a1eb35ai0,OrdiMutants #3902,3902.0,Gen 1,191.29395429131463,common
1305,3f878c664d9ee0f8022927145ad713ab69880697bd786415a5740fef00ee474ai6,OrdiMutants #1962,1962.0,Gen 1,191.2844035187462,common
1306,1fd41d9b8e3094a21ef8e6a8e98f8ef74d799655a70f0ddf565a9de4a84185b1i0,OrdiMutants #2276,2276.0,Gen 1,191.1891539303437,common
1307,a966a008a365083adbd09a2820128fa37ac63fe421ace62890c39485d30006a6i0,OrdiMutants #1613,1613.0,Gen 1,191.1800030579782,common
1308,c13934629c056acc0ac4881b17ef709362e541306d91687dbcc1013adcca14cbi0,OrdiMutants #4035,4035.0,Gen 1,191.13106179158527,common
1309,9150868b4a83bff74de43b0b1e2ed598769203366c993f200d4097a8ae8394afi0,OrdiMutants #360,360.0,Gen 1,191.12867628710435,common
1310,bbe4a84a676e6a80dd429bea474aced0bd7c3a6eb526159cfbe4befb767f6d62i0,OrdiMutants #3705,3705.0,Gen 1,191.12779591815723,common
1311,9bd3fe1ef74a092443ebf4d28b4b210f44facd2fd5ebd3ab7d952ca1fae721a4i4,OrdiMutants #3118,3118.0,Gen 1,191.08228541802217,common
1312,f677d9e6d83373911ea906bd388055fdce6f66c730ea07cfe8ee7b89ae837d70i2,OrdiMutants #2852,2852.0,Gen 1,190.9187326206445,common
1313,340076391d2d341df615f73b2cb71e354697098bb14915220959c609f5e8ca27i4,OrdiMutants #814,814.0,Gen 1,190.83879857860805,common
1314,d9c65a1fb4aee6bac71be3c21abc6e64cd270378e57306104212bdd82cb07839i0,OrdiMutants #147,147.0,Gen 1,190.8316399726433,common
1315,fcbb8583c64d01aa3465affd829fd557b36f23b7c622fe02291b727a752c1b3ci4,OrdiMutants #4105,4105.0,Gen 1,190.78974190260985,common
1316,6d6b8430f42bb8ae0c310075bbba784292f6df8317bfd516372f5ecb95f6aa72i0,OrdiMutants #86,86.0,Gen 1,190.75116866926265,common
1317,0dafe8b0c88cbbd0bfb35aaa364ecf0b53bd5df0ab6e798f63c1401b022b1928i5,OrdiMutants #2466,2466.0,Gen 1,190.7000532252432,common
1318,fb36bb478bee9503be38e1469b5bc7e8ee1979792fba69b9dbb55e5a8090cab0i0,OrdiMutants #28,28.0,Gen 1,190.66790163220728,common
1319,a3b3107b57e47c577e5ef9d084013c7a8b05a9db9848940cd19536d68e09c46fi1,OrdiMutants #2230,2230.0,Gen 1,190.60723978198533,common
1320,839dc1d742bb895e8840c52bd6158464363138e9767b6055f24feeb7b2a80fc7i3,OrdiMutants #3160,3160.0,Gen 1,190.55470672703555,common
1321,7dd26ed24e0eb0ca7cec00d61473dfaf59318d23c84a6b7ad4a6136a9b879244i1,OrdiMutants #808,808.0,Gen 1,190.5321626631186,common
1322,cb4c31ae7270d48aabc456db4198ee98658beb5901e3ebcba62f7e2725fe14b3i1,OrdiMutants #1470,1470.0,Gen 1,190.48468011566325,common
1323,9bd3fe1ef74a092443ebf4d28b4b210f44facd2fd5ebd3ab7d952ca1fae721a4i2,OrdiMutants #154,154.0,Gen 1,190.4308010733327,common
1324,0dafe8b0c88cbbd0bfb35aaa364ecf0b53bd5df0ab6e798f63c1401b022b1928i0,OrdiMutants #1044,1044.0,Gen 1,190.37370341740152,common
1325,1007b0609c9e651999b95ea7355d10b542e86c68d069ae123931d0ab8817f8dai2,OrdiMutants #3700,3700.0,Gen 1,190.357085435239,common
1326,45bd237d113fd2097fd3d3dd1a9ce919612fd2abe1a2d9d9d3841bedf6bad62fi0,OrdiMutants #539,539.0,Gen 1,190.3423042744157,common
1327,61a08da86714b1e1a368722638e4f62f03a689d21b4a98c6850cb86d48eaa7f6i0,OrdiMutants #152,152.0,Gen 1,190.31723018755497,common
1328,9b8699fbf503e828e23ec4121627f6a9125e5c71b4aa19848bc64a451d2c3055i4,OrdiMutants #324,324.0,Gen 1,190.24710549275872,common
1329,340177bc8f56a7c420de0bc906ed47e05240c36157f076946a94793162ef0c66i0,OrdiMutants #356,356.0,Gen 1,190.23240797263983,common
1330,755039a3ca34ee25e59a3990fee00a64c50370de30056ccd658565512967c8f5i0,OrdiMutants #3581,3581.0,Gen 1,190.2150476817212,common
1331,fccd18ecbbd967d5772d90cc8e429a12d81ec19116aad0bf7b7f4750d9456be3i1,OrdiMutants #747,747.0,Gen 1,190.112357464014,common
1332,0dafe8b0c88cbbd0bfb35aaa364ecf0b53bd5df0ab6e798f63c1401b022b1928i1,OrdiMutants #998,998.0,Gen 1,189.9657790969801,common
1333,3b7e5629fc776c537110d19858d1f1701ebfa5e9edde7e73d0af3526978ae817i0,OrdiMutants #1285,1285.0,Gen 1,189.96124949164096,common
1334,a4e884c0115f2f3f8900d55d1900d7fc3a809140d2fde0bc8c6d11ecebcf56eci2,OrdiMutants #918,918.0,Gen 1,189.96111327966875,common
1335,0a0795a25700eb9a4a7622c6678ebb5f306795ec269b1a7fbaf2cc7e274657a7i5,OrdiMutants #1147,1147.0,Gen 1,189.94050502522677,common
1336,b3acb4275e103203262998a8f063c42239bc2da57290a95f3e90a48fbcbeb7afi7,OrdiMutants #2384,2384.0,Gen 1,189.8208463091541,common
1337,4f097ec9c66dcb03b8671d30fbb55184bf85e50c70a04627d865054e7df7da0di1,OrdiMutants #2464,2464.0,Gen 1,189.76402399963465,common
1338,16edcc2bd4678c6ac91a8195fcc2682ca41621d51e7749188d6bc8e5a984caf9i0,OrdiMutants #3300,3300.0,Gen 1,189.75802726228872,common
1339,765e1418a4821d7640b26106359f9024e0b1d7a8b9d7fb0a3913d21b9316260ai0,OrdiMutants #3045,3045.0,Gen 1,189.6736469875109,common
1340,e76448aeabeef1c9a962ce99ef12937d82ce4221bd7071bd192d9a0b6ae430e6i3,OrdiMutants #3400,3400.0,Gen 1,189.6690889039276,common
1341,3f2b148e3ffb6b1a6bcfa423b2aabeb0ce93df85d4853f22d47af56a627f8065i0,OrdiMutants #3674,3674.0,Gen 1,189.55542059424715,common
1342,2549d40abdb807ee56e1cb6f197980c0b543b79e4cb9a5ace50d4edbd71fbf2ei3,OrdiMutants #657,657.0,Gen 1,189.40603402969296,common
1343,b3acb4275e103203262998a8f063c42239bc2da57290a95f3e90a48fbcbeb7afi1,OrdiMutants #258,258.0,Gen 1,189.39170175345677,common
1344,7e9797b963b430a493aa5f2270a288d1c30ac2cbb683d6ee5909cf0e7dce8b0fi6,OrdiMutants #4271,4271.0,Gen 1,189.3435317903044,common
1345,1caf92f7fadc8fc07f1608dce6529f9d287f5f7ebc38528e896a0aada943dc7bi1,OrdiMutants #2377,2377.0,Gen 1,189.34113033254565,common
1346,a2ebb29a9384dee0bb081eeafe0e90d92ae9ee10ccb54115a0de500bfb19dd87i1,OrdiMutants #1108,1108.0,Gen 1,189.33520865042436,common
1347,60c2a3bb8a76115cbb8b8c37f5d51d62fc3af702c5ed123f688a5eb128215ea0i2,OrdiMutants #259,259.0,Gen 1,189.283670674097,common
1348,fac88867d738e717c513b3fd3a81c8073ca7df30ec91505e3a28e8434fd58ca8i4,OrdiMutants #3605,3605.0,Gen 1,189.2135762558044,common
1349,faca4a368c281e7a0ad855a8c7992b215d2687f80132b559fbed4e92edc2e763i5,OrdiMutants #83,83.0,Gen 1,189.21324590106164,common
1350,a38e9712f9176e717c0c230937a8aa30cb776ee84ed037a4b4f45cb8e20b1a5fi2,OrdiMutants #2356,2356.0,Gen 1,189.1603908316633,common
1351,047b502217f6d14cd0e07a724aec13e868d25a69f2c155c4c65099b6137b8683i3,OrdiMutants #25,25.0,Gen 1,189.1340490007843,common
1352,8410b4ae081c20dbf30cad5051018f16b5d82757412eb6847232aadef4b820a3i0,OrdiMutants #400,400.0,Gen 1,189.12916066458865,common
1353,f9ae5485504659cb5c850f4361fb6116dc087459f1e0d83323b18f0844e31df1i1,OrdiMutants #96,96.0,Gen 1,189.05373913394,common
1354,4aba54f9cf9fcb1f65f6f02860b5326b7a8d6192308ead210f3b5aa64bd7f7a7i0,OrdiMutants #3535,3535.0,Gen 1,189.03319152530105,common
1355,21c0d9a6908a71fe3104dbf3f8e6bce4a6fe4e958f90dd009082df22ee8b8d85i1,OrdiMutants #3816,3816.0,Gen 1,189.00658731786152,common
1356,8948b2d05d82dc177aeeedd4f99e3af8a9e60dd6072245bcaefd0e95dab78fa3i0,OrdiMutants #379,379.0,Gen 1,189.00285237345764,common
1357,4d7b2c7adae82cce2fdfa2c81cc9d082a8b813ca2d580cd299db549204f144bfi0,OrdiMutants #611,611.0,Gen 1,188.9799085876804,common
1358,59fc7ca00418632847ed0d1d22a28866c680c35276af3b5c0f2b294c7ce3e426i1,OrdiMutants #4282,4282.0,Gen 1,188.9734419068689,common
1359,de2c0065b6935c3482e0fd407f9df5d1df182af8f9950f8f6b38113e5427a56bi1,OrdiMutants #4294,4294.0,Gen 1,188.89450044790377,common
1360,c68d171a7390016a911b65ff27e417604cedfa7bc644bb05dc8bd964a0fd299ei0,OrdiMutants #445,445.0,Gen 1,188.8896219928694,common
1361,395d8c14c9bcb55d13df3fc76a972c147bd29a8b70a92698850f793f1001439di2,OrdiMutants #1021,1021.0,Gen 1,188.7792452293752,common
1362,2a2376b85dcfc0555cf2b8561b6e557e823017827147d4f8053236341231a4aci0,OrdiMutants #3585,3585.0,Gen 1,188.66786508632657,common
1363,ef2ba714395cb222c33e049a32077c6e66ab84da4458ca739dc9a69c1408f6c8i1,OrdiMutants #878,878.0,Gen 1,188.64295594049412,common
