rank,id,name,number,dna_value,rarity_score,status
371,266d1cbbda084637552f1c85dd2e6754f19ab8f75cceb82ece104ca57a1c70bfi1,OrdiMutants #2491,2491.0,Gen 1,261.10678472537046,rare
372,bdbbb9e8f70601bb35b866b624f8e39b60b884eb6c105599af252d08de492006i2,OrdiMutants #173,173.0,Gen 1,260.9621273769424,rare
373,418c68e2e653c26ea531eaac9feeba8503cc8830981652f518871419679d6278i0,OrdiMutants #1884,1884.0,Gen 1,260.6790246969892,rare
374,95d33f6ddce6366035d8b4f3fb46d4c439df980677996bb6992203d46d1df626i3,OrdiMutants #392,392.0,Gen 1,260.6722893702153,rare
375,d80ee30f2fc1e7f61cc12169bb7c797134dfadc220a0f909d1cd4d81eb081b61i5,OrdiMutants #432,432.0,Gen 1,260.3728178818952,rare
376,c268fc17da519eccd635dedc211cb193dd090081276da3945638f5f4a1f671f4i4,OrdiMutants #199,199.0,Gen 1,260.15916761157536,rare
377,7dd26ed24e0eb0ca7cec00d61473dfaf59318d23c84a6b7ad4a6136a9b879244i6,OrdiMutants #1445,1445.0,Gen 1,260.1095152116846,rare
378,9191bef46909a150916c04e5f8fc94e464c4e2330493f076743d67d058728b2fi3,OrdiMutants #2931,2931.0,Gen 1,259.62265206252414,rare
379,340076391d2d341df615f73b2cb71e354697098bb14915220959c609f5e8ca27i3,OrdiMutants #4198,4198.0,Gen 1,259.5690836550224,rare
380,4c6936c2eef04c331283f80328d9dd3a759fa1130dd5024ed1d6c78fe9174b15i2,OrdiMutants #2156,2156.0,Gen 1,259.5493430288876,rare
381,4a150c34fa88f61ad4424604c4ad978c131075949400ceb5763752d4581ad386i0,OrdiMutants #3913,3913.0,Gen 1,259.3475158114455,rare
382,2549d40abdb807ee56e1cb6f197980c0b543b79e4cb9a5ace50d4edbd71fbf2ei2,OrdiMutants #587,587.0,Gen 1,259.02823501516946,rare
383,13c8f6d7f5f036a074f384066cc2464626037c4ee5952da7f748235cae712b56i0,ORDIMUTANT OG#26,26.0,OG,258.94304000486,rare
384,c8382cf9e6f1313989858698e6eca75299fb4578c3ce4c308d80f9c873dda114i0,ORDIMUTANT OG#152,152.0,OG,258.9426480711256,rare
385,ac9cce3f4926e9798206870cbba0a0dc0a9489a9af4099609ccfca79b65159c5i0,ORDIMUTANT OG#77,77.0,OG,258.85665127280186,rare
386,395d8c14c9bcb55d13df3fc76a972c147bd29a8b70a92698850f793f1001439di0,OrdiMutants #144,144.0,Gen 1,258.53321483927846,rare
387,70d281b01556fe00ea9e2b9de1dd9a918d227d7c0ca8a8742f8002d5d73bc310i2,OrdiMutants #786,786.0,Gen 1,258.4772133989373,rare
388,30fae0f16a20f4060003599fad21f25e185c614f93de103d2646d18199ce0cc8i2,OrdiMutants #3693,3693.0,Gen 1,258.4257391491347,rare
389,dd1597f7dd705b226ca89f03f757b93b4967918243951e403b053db1d1646e11i0,ORDIMUTANT OG#102,102.0,OG,258.3994503895867,rare
390,6094727db6b50e92eac6269401f604db9f40d22bc95dcd7745ab7c50dd58e82bi2,OrdiMutants #2598,2598.0,Gen 1,258.3804191025248,rare
391,80dda00e6b26dcfd3c671f65bd28a884df8cdae2f55cbf1ff5c9aed93d47210bi7,OrdiMutants #757,757.0,Gen 1,258.3629561397868,rare
392,2aeee06f1e2c8f4846bb0cab5145bf81b79cbda4be1771441620331d11382761i7,OrdiMutants #2000,2000.0,Gen 1,257.83652212522304,rare
393,0b0d93d0bc5bc170093f73800d0e09cbb77aa2ed717aef90169a956c40a4a4dci0,OrdiMutants #357,357.0,Gen 1,257.7508149470479,rare
394,8393b1eecb7ec9ec0a805bb223de9c162ac72bfea2981707e1a822e66302f370i1,OrdiMutants #350,350.0,Gen 1,257.74660741605254,rare
395,51e6f36cc0a7b5bdff3b81fdc8d1213e745eb6469af516752010ce3a6569121ei4,OrdiMutants #1670,1670.0,Gen 1,257.5990465430521,rare
396,b658aeb9c93176bb02c7f8c2989465a4c6e24037475194021b66fe459863c560i1,OrdiMutants #1788,1788.0,Gen 1,257.4389308693232,rare
397,2bb59cd1571216f8d4f792151dc3ec08e0e3621c00cbeba864e60d097c20ae15i4,OrdiMutants #222,222.0,Gen 1,257.015619491247,rare
398,0340de8f0d29c112d9a1b37ac07bdc27c28995605a4723c0f1fd173946b4a041i0,ORDIMUTANT OG#32,32.0,OG,256.9569065412058,rare
399,b76d8f971228c4e691a5b4928bdf377e756bb76f7aeb26ff70a5b4defa39924fi1,OrdiMutants #104,104.0,Gen 1,256.90263564769174,rare
400,aeea8224f3aaa4a132ccf724f2b77909464b17e45f24fc74ed0cbf3dde9bd721i0,ORDIMUTANT OG#108,108.0,OG,256.8934393880768,rare
401,065dca1fcdf0d879ffd5eae246fc4276c709137ca3868430e5a2584e24ba72e2i0,OrdiMutants #1370,1370.0,Gen 1,256.79825987145864,rare
402,a6d3268499b4c3d2c19348bb3350e9a0c620a5a21227375c7087139c278747d6i5,OrdiMutants #1804,1804.0,Gen 1,256.780747678018,rare
403,95d33f6ddce6366035d8b4f3fb46d4c439df980677996bb6992203d46d1df626i2,OrdiMutants #117,117.0,Gen 1,256.7685182022188,rare
404,082ba289cd86a1c6e52a7b7bb094fda3efe9249ea620e3a6574bd19f4b73bf6di0,ORDIMUTANT OG#123,123.0,OG,256.67946649759386,rare
405,85469fb920d2693810e1f9bfe5f3c3f2fa3e60f750db4530811bafd24f5e9e57i2,OrdiMutants #230,230.0,Gen 1,256.52915723448587,rare
406,71093c4b22cbf8d1f924df454a3f6df4460f173da78ac76590eb707ad1395ebci5,OrdiMutants #3444,3444.0,Gen 1,256.3218369530358,rare
407,036321ec2471fa9b3275ce9c31d6e1eaaface6f24fa6865978207afa0b911696i4,OrdiMutants #953,953.0,Gen 1,256.2485115440201,rare
408,4705065f0592e514e6e6a22e525873db65e640ef68462599871c8bf5121df30ei4,OrdiMutants #1793,1793.0,Gen 1,256.19506884062054,rare
409,ba749e184bbc02237d0238f770e4153079f6ed8c16491e44dd6da598c77c002bi0,OrdiMutants #579,579.0,Gen 1,256.1770498926979,rare
410,32117fd602b833541b6b95abbb1239ee80e4fa483656e2975aa90fff89efb6cdi0,OrdiMutants #2857,2857.0,Gen 1,256.0788104114011,rare
411,c1bccc8a5ee4f461c6f5dddf3b1ae7aa8ccd6a390f1771c2670e91b35d57cd98i1,OrdiMutants #338,338.0,Gen 1,256.04381916911314,rare
412,fc65f2cf1f9247ad752a5f58987d3d593eb15ad59d8a295d906b92fcfc92fd6di3,OrdiMutants #515,515.0,Gen 1,255.69449480889145,rare
413,e7c0c352814a0372253a781b7361f46d0b1a60f36a3acd5670e735c71b850daai0,OrdiMutants #875,875.0,Gen 1,255.34636255310443,rare
414,ed314abfb1635e94f914ea0ae6183992c0bb57252e63ff08d6552ca532bea661i0,ORDIMUTANT OG#131,131.0,OG,255.3240131714633,rare
415,ba948705eafa2c33beaa2db4c1cf81d86f8e2d8a79ff9bcddac88c53dbb81867i0,OrdiMutants #1314,1314.0,Gen 1,255.264474563584,rare
416,5679dc03fa7df2d35c872ff497d3e1b8ad436dc061468a13e71d015ded2a1191i6,OrdiMutants #606,606.0,Gen 1,254.87801374519904,rare
417,5c35034bbc969bd5ef75ce435767c0153e9207ce013b95d7af95fdb30d1e8849i0,ORDIMUTANT OG#117,117.0,OG,254.87004651170167,rare
418,332850345b26c2861c17680cdd0527d1645aa5beaf95bddf7e518e64adb883fbi0,ORDIMUTANT OG#92,92.0,OG,254.69539624276624,rare
419,30fae0f16a20f4060003599fad21f25e185c614f93de103d2646d18199ce0cc8i4,OrdiMutants #2647,2647.0,Gen 1,254.6930790871861,rare
420,d9c65a1fb4aee6bac71be3c21abc6e64cd270378e57306104212bdd82cb07839i2,OrdiMutants #590,590.0,Gen 1,254.69272024070816,rare
421,227f95912505ee984379ff82f766e6427f49de28c2e148d38c29321957fda705i1,OrdiMutants #3257,3257.0,Gen 1,254.5511224016253,rare
422,a9fb84d82ac2e1352d7f89425f9fcbc15e02569b82443e7147098bd52a15f4d8i0,OrdiMutants #3796,3796.0,Gen 1,254.5422368389266,rare
423,a6d3268499b4c3d2c19348bb3350e9a0c620a5a21227375c7087139c278747d6i1,OrdiMutants #156,156.0,Gen 1,254.4756527758931,rare
424,6a01d96cd197575d1a986c4af497cce33ef878b5715b225bea3735175061f0eei3,OrdiMutants #134,134.0,Gen 1,254.33788232728276,rare
425,a9fb84d82ac2e1352d7f89425f9fcbc15e02569b82443e7147098bd52a15f4d8i7,OrdiMutants #3327,3327.0,Gen 1,254.21792545366225,rare
426,c42bf9f04bba9629c24a7d7b43d554ed611266807cd247cfdbd73ba309906fb0i0,OrdiMutants #2785,2785.0,Gen 1,254.0987785125646,rare
427,93292a765ba0b1a7ce09127383eae2802dd095fea8cfa8495e29202ad0ce3fd1i0,ORDIMUTANT OG#61,61.0,OG,253.63144136216272,rare
428,7446b8feebce66216f974b4b7b83c01c50f1386f4a06b0ebc309bdd2f297193ci1,OrdiMutants #2850,2850.0,Gen 1,253.5237539315288,rare
429,30fae0f16a20f4060003599fad21f25e185c614f93de103d2646d18199ce0cc8i7,OrdiMutants #1027,1027.0,Gen 1,253.20514328643856,rare
430,395d8c14c9bcb55d13df3fc76a972c147bd29a8b70a92698850f793f1001439di5,OrdiMutants #1997,1997.0,Gen 1,253.08134701519347,rare
431,4a0a79b77f7c91924298787455aa98ae2bd867f549a3e86301dc1d2b1083717di1,OrdiMutants #4167,4167.0,Gen 1,253.04842854345517,rare
432,f569365528bbf498053883ebb09c4b7ffc43e457f8bc7aa6b509b96fb8d5ca23i2,OrdiMutants #343,343.0,Gen 1,252.9731242483859,rare
433,7f8072dfde9d83a1b602e2cae1e94f1dfe6d18c66fd4a86fa2c7db85cc34c7a7i0,OrdiMutants #1488,1488.0,Gen 1,252.87338210351797,rare
434,4c6936c2eef04c331283f80328d9dd3a759fa1130dd5024ed1d6c78fe9174b15i4,OrdiMutants #4021,4021.0,Gen 1,252.83867727515192,rare
435,740deea03972ed082a3bf91100ef754cd5178b4e95fbe7db86bdc17f02df90fdi7,OrdiMutants #3622,3622.0,Gen 1,252.7613804051292,rare
436,ac26b830ab235a8d691efb05f215edc0d33706101e866d0610d54b42de226198i0,OrdiMutants #1959,1959.0,Gen 1,252.6659742828544,rare
437,a6ff3d5f1dc0ed27f2ddbcb8f8d46059bcd4b922f830d6b71fc03fb303c97366i0,OrdiMutants #549,549.0,Gen 1,252.2912507705752,rare
438,8293581f9fcf92d59faee6d8c9c2acdbf2fdc6c071f295fd71fdc4a2e4b49265i6,OrdiMutants #443,443.0,Gen 1,252.1468159815686,rare
439,2dc5e4615507b7dd3762eb2cc885766e5dd5e4c1d559dd6e0de54d086aa11b37i5,OrdiMutants #319,319.0,Gen 1,252.0360132126348,rare
440,fbaf930f8312c00ae908a55d38cfbe07c48bdf7ed09992637e0fc52be75bbc93i5,OrdiMutants #3934,3934.0,Gen 1,251.73848379276887,rare
441,be0429e8bc9428cf2ee7a97ec015ff1b1aa991e725082d4ceea24065cc20d372i0,ORDIMUTANT OG#27,27.0,OG,251.59675294932737,rare
442,3bcb15e8fb04689eed6cf78b29bb5c80d0fd7ea85442becf6d760cc3c2fded77i3,OrdiMutants #200,200.0,Gen 1,251.5562057791506,rare
443,7dd26ed24e0eb0ca7cec00d61473dfaf59318d23c84a6b7ad4a6136a9b879244i8,OrdiMutants #2670,2670.0,Gen 1,251.5274450486973,rare
444,047b502217f6d14cd0e07a724aec13e868d25a69f2c155c4c65099b6137b8683i1,OrdiMutants #4181,4181.0,Gen 1,251.2918400993223,rare
445,95c478becc5a0e2c3e3f69ba9ac264ee9557881de6a27f7d3fb579660a7322e7i2,OrdiMutants #1848,1848.0,Gen 1,251.1728867349404,rare
446,695146747eb10767e13d264ec02100bbd2e2b4371e15ac6aa60bddd58d68c3d0i3,OrdiMutants #56,56.0,Gen 1,250.6162292638356,rare
447,f9290138be668dc2b6f2d04c7b59300ee5054fe7a63b71b07eb673b3392c0691i0,OrdiMutants #548,548.0,Gen 1,250.5949803580153,rare
448,28e2d5c4d1556d41745bc3f4dae807836fbf741779ea1e1cbf7f7b22a12467e6i5,OrdiMutants #1748,1748.0,Gen 1,250.5287233052357,rare
449,6a01d96cd197575d1a986c4af497cce33ef878b5715b225bea3735175061f0eei5,OrdiMutants #311,311.0,Gen 1,250.5222405870008,rare
450,b19ecb25aa357cf9b708edf5c84cb2de2b1d94df614bbd0869b47cc895612cc4i3,OrdiMutants #2297,2297.0,Gen 1,250.15022897046973,rare
451,669ddf82599a53e701d1daeb6a13bc426e2cca3ea01b9d9f8f0c000af9c286efi0,OrdiMutants #1643,1643.0,Gen 1,250.11108569529745,rare
452,e750a5d638eb1c9f12584dbc4775a9002a47a91a46ec45826ad550d73b92f0aei2,OrdiMutants #38,38.0,Gen 1,249.93165054928363,rare
453,49bdcb91f23312dfa63d5e508f5333ff58cf6501e57cbadf7e8cfefc5a1eb35ai1,OrdiMutants #34,34.0,Gen 1,249.6827636656455,rare
454,340076391d2d341df615f73b2cb71e354697098bb14915220959c609f5e8ca27i8,OrdiMutants #564,564.0,Gen 1,249.58923489478,rare
455,fd9470a94aa0f5c9763e6f9ed89cfa90e7e4c8a426edd9758046e942dcc8a636i2,OrdiMutants #97,97.0,Gen 1,249.56605982653,rare
456,c9592460137f52fd5b271795d7309518037eaf25a9cd95e449888b984d551fcci0,OrdiMutants #1897,1897.0,Gen 1,249.50424120699813,rare
457,f00d15a687b016e4c5c9d45f60fa962c9afb0cbe3efbbf7c40d92f7c758403cai3,OrdiMutants #24,24.0,Gen 1,249.45790581639804,rare
458,9f308fc0986d60a4b53902e7e166743f1bfe1edcbb8f655b98b5b4e72853d482i2,OrdiMutants #1352,1352.0,Gen 1,249.45757680535516,rare
459,b0942150bf687e4642bac86eb1a54a5bdf8478546fc91fd3d261a4c861a3caa7i1,OrdiMutants #310,310.0,Gen 1,249.2717222627104,rare
460,7fdbbec65b08988e22add9b4b6989486d033e1b63d4ecdecd6727947e1741393i2,OrdiMutants #371,371.0,Gen 1,249.27080134399523,rare
461,4aba54f9cf9fcb1f65f6f02860b5326b7a8d6192308ead210f3b5aa64bd7f7a7i1,OrdiMutants #224,224.0,Gen 1,248.90595508246747,rare
462,995a54b10cf24f168e65b23c3425dc8509983895971adf93feaf1c2960f70958i0,ORDIMUTANT OG#33,33.0,OG,248.82897234931036,rare
463,fccd18ecbbd967d5772d90cc8e429a12d81ec19116aad0bf7b7f4750d9456be3i0,OrdiMutants #3975,3975.0,Gen 1,248.7961132758515,rare
464,52b5a1488fbe62f0138407a574bcc29a19dff15d0a7fb7b251cd9dfc5d257a20i0,OrdiMutants #3344,3344.0,Gen 1,248.55508728951904,rare
465,ac0c33d7831dce5f109935cb3d798de6c3645710568d5a3cc972c8326b801eaei0,ORDIMUTANT OG#137,137.0,OG,248.4907344583929,rare
466,e3dc75e794f5f6db2f91856b0d2f135482f4d2aa00ab7d1b6feed4b5aacf1a66i1,OrdiMutants #50,50.0,Gen 1,248.2524496872062,rare
467,fac88867d738e717c513b3fd3a81c8073ca7df30ec91505e3a28e8434fd58ca8i7,OrdiMutants #4141,4141.0,Gen 1,248.2057706744903,rare
468,c9a94fb7ef880c7f1b8965fdfe11b2f833d9520de27b0d143103766be8cd0cc2i4,OrdiMutants #4070,4070.0,Gen 1,248.201700672372,rare
469,b034ea491f0c69b5e8170150bfac46bd371091efbd08035b32a20a5035a592b2i3,OrdiMutants #239,239.0,Gen 1,248.17012055100471,rare
470,785687bc3a10a851a6fe80b2f8e8eac3550d1e83e49af1bc706c2af73f934137i2,OrdiMutants #76,76.0,Gen 1,247.93315640474157,rare
471,0baf5955590ccbf7da280a3ba78ec68a7e943e9d6b419bd49f82c3856e7866e4i1,OrdiMutants #273,273.0,Gen 1,247.8882039002843,rare
472,5fa2c564aca88a0767836d670a161c324480038d75f2d57c9a3c826aa1b6dadai1,OrdiMutants #3831,3831.0,Gen 1,247.86393832457392,rare
473,1873763ab1064e70d71f8bdb96f7821b65df8fd0acb780fc45b8162a7a002434i1,OrdiMutants #3466,3466.0,Gen 1,247.85652887731496,rare
474,b38f795dd1c5cb4c9f46023f0382e3c83bbbb49d961ae344c8777cd08d6ae5cbi1,OrdiMutants #1477,1477.0,Gen 1,247.8024614807073,rare
475,7e9b81db025d45098158fe6ea1ed99cf37cedb773c9802d732e1d28e38331457i3,OrdiMutants #71,71.0,Gen 1,247.77249545278383,rare
476,bf41d0f9aba6c7a4afc658b93634754f79b899fde666ef347db9434c762ca487i5,OrdiMutants #4222,4222.0,Gen 1,247.4280935332333,rare
477,aedc6e6fd7b7288dcd04a243f9f8db6d7c58b8909dba36d1d63677cf331ee66ai0,ORDIMUTANT OG#118,118.0,OG,247.3962435278212,rare
478,8606d3f03a1e2af8b9b63d025066a5752bd5e2799a599a5930a3adf2fbcf88cai0,OrdiMutants #4110,4110.0,Gen 1,247.32146284577524,rare
479,79d92b3bdd6d4b9aae9c9128d8cccd80a831dad615605e5d4faed3e063bbfc70i7,OrdiMutants #1546,1546.0,Gen 1,247.2365812655788,rare
480,6f0cb4abf7d3505d68681c5162f128371446aea12d3fd6d47fb669559e3193a7i0,OrdiMutants #1907,1907.0,Gen 1,247.0568162327285,rare
481,5780f0c80bc54238bfe0ae3446923aab9117f9fdb72a025c0bef8421cb38d0a9i3,OrdiMutants #1360,1360.0,Gen 1,247.01907259785497,rare
482,e134d7edcb14b7f967b03fb5b6352fd8c9c0838c8dfee5cdc90546249a6bca6fi1,OrdiMutants #4034,4034.0,Gen 1,246.81585167234425,rare
483,8273fa68fb89c048f4c2e046b5b8dcdd4f4d09226080ecb809a98779d03b7a1bi2,OrdiMutants #1341,1341.0,Gen 1,246.81303621932,rare
484,40596d5fccff2050b9e7da3fab049c741319f682c50a8e28b1234cf364a0dd1ci0,OrdiMutants #3348,3348.0,Gen 1,246.7326185408189,rare
485,f7cb9b82dd27545a561bad818f337f7254fc736594422e4c5336a3f3aa64cfdci0,OrdiMutants #1694,1694.0,Gen 1,246.51810463749865,rare
486,35409c44af9abae0ec9a573f333270440a44097c6868af4ebf9cc70faa3b9d56i0,OrdiMutants #879,879.0,Gen 1,246.43357805903588,rare
487,eecd72b9f6df3dd91107585651072f6627dab3eabec7da18fca904295ca7f1a4i0,OrdiMutants #4076,4076.0,Gen 1,246.414827660232,rare
488,144151d5ee94ee859a2615932cdc0bb8c50d1556787fc26e3f7b7d119d689cfdi5,OrdiMutants #2819,2819.0,Gen 1,246.2913929147414,rare
489,33b012b27c238ad810aad4949c8e7dcaf530bf1ab9ada96264d7ee8ebca8e7dbi4,OrdiMutants #2055,2055.0,Gen 1,246.211487321984,rare
490,be37306c0619b4fcb3e389b756c92f501c50212396b8f8142d8255c7f82fa38di0,OrdiMutants #817,817.0,Gen 1,245.90414559506976,rare
491,df770a6c0ecab0bc46b9403891245c1bb1f9ff62d15b1e10bfdb7d64a02eba3di5,OrdiMutants #140,140.0,Gen 1,245.81344902609973,rare
492,c268fc17da519eccd635dedc211cb193dd090081276da3945638f5f4a1f671f4i0,OrdiMutants #486,486.0,Gen 1,245.74999162415145,rare
493,dda462dcf1a9dce7256c40c5aa1a06c9cf43a023cb8cc32fcfa3c5f50c41b923i3,OrdiMutants #2273,2273.0,Gen 1,245.5360847195949,rare
494,53c823bf08f195622229f55573d672a66b9514a3f40bb44f36baff1b55d8236di3,OrdiMutants #1761,1761.0,Gen 1,245.00577899810835,rare
495,0cd17e951617499d8f5ec3e50e59b6b006d943ac41639e825c2a25d8eaac90d1i1,OrdiMutants #2150,2150.0,Gen 1,244.8477718876106,rare
496,19cb81fcaaa2176d0968cfac95969d30f08f294c3f1c29bba6d080eb31a343f8i1,OrdiMutants #75,75.0,Gen 1,244.56433703149247,rare
497,25bdf54f2e424f1ab0e77b6872a0dec2d00fede30ca426807f7d1a1cca56fa30i0,ORDIMUTANT OG#124,124.0,OG,244.3183320816895,rare
498,f5ad6e76828b5ca85e55fe9de361f6797d4bd331ed3615094309b931c2224bfei0,OrdiMutants #4031,4031.0,Gen 1,244.2999540029201,rare
499,ba749e184bbc02237d0238f770e4153079f6ed8c16491e44dd6da598c77c002bi1,OrdiMutants #525,525.0,Gen 1,244.11937334009227,rare
500,282be0e46af7b708c2ce9bd34ef7d15f0ba57d5f4d6ec6d1e9803fab226aa124i0,OrdiMutants #1870,1870.0,Gen 1,243.9630894141968,rare
501,3916eac2967df1f914e31715e6810bcdfa74d348741b110e9adc115838746cd5i3,OrdiMutants #118,118.0,Gen 1,243.9531469766352,rare
502,23b6479beee683c70554db0c363a3f677de34d50ac3d1ee7f535fc6b0e27977ai0,OrdiMutants #2641,2641.0,Gen 1,243.70622537864568,rare
503,7eb2489d78d26a72a96452c84606b7a372756fdf53204d194289ec65a57711d8i3,OrdiMutants #494,494.0,Gen 1,243.6268416009374,rare
504,4b236f9813b60a7f5341cadb4f1236907a730c4999b2b90edc4553702d46a787i2,OrdiMutants #1274,1274.0,Gen 1,243.6077089614913,rare
505,451371395f7b42d3b5ff00fc3004cac5f3942c4ae34c47025654316dcf0c2035i3,OrdiMutants #889,889.0,Gen 1,243.46508988340744,rare
506,25046c14f6be81f43ca8ae7e5ba7c031a9fb3acdd31a3f7518147043c65cb420i0,OrdiMutants #254,254.0,Gen 1,243.41823584791467,rare
507,ba37f7fc7fe77eb25516f62b48d14e005241873ced747294aa56425e92ac6656i1,OrdiMutants #2132,2132.0,Gen 1,243.3312966434231,rare
508,80dda00e6b26dcfd3c671f65bd28a884df8cdae2f55cbf1ff5c9aed93d47210bi5,OrdiMutants #1175,1175.0,Gen 1,243.3000656964688,rare
509,bf41d0f9aba6c7a4afc658b93634754f79b899fde666ef347db9434c762ca487i2,OrdiMutants #2176,2176.0,Gen 1,242.91310587710845,rare
510,fd2841425df544d50edebc7448731cd1cefd333ae675c134e8c2eed3e4838e54i0,OrdiMutants #108,108.0,Gen 1,242.6751830246133,rare
511,ec59601a6cb45d0bb156c278a2658a4570366ae8e7a9d54efc8af6dd8f17a266i2,OrdiMutants #3034,3034.0,Gen 1,242.47506640219663,rare
512,429e23503ed8f910db546735b78217790c28cc5ccfb838f32eddcf7457920b2di0,OrdiMutants #2444,2444.0,Gen 1,242.33299157968136,rare
513,1eee3e4c4162d95586c2480206a6a6a8099d378f3a4275625997190902eddea9i5,OrdiMutants #670,670.0,Gen 1,242.3281774538171,rare
514,998b309677fe30520a2817e7fee72826ee2cdc3459e9bf463aceb21c20a23baai2,OrdiMutants #143,143.0,Gen 1,242.29916135786917,rare
515,bd0331b5d77eb8b2d7349017975a0c96e0eeb1de52e1d01318952f3cc3b92182i0,ORDIMUTANT OG#60,60.0,OG,242.28688653190824,rare
516,0ca443d3f6009995c58cb01085d4da5121eb8d1088c4a48d921507966c3deb76i0,OrdiMutants #818,818.0,Gen 1,242.28598042991004,rare
517,266d1cbbda084637552f1c85dd2e6754f19ab8f75cceb82ece104ca57a1c70bfi3,OrdiMutants #1475,1475.0,Gen 1,242.18550419951976,rare
518,ea8a7ec0d1dc2437cb5d2c64d497dc90ad642157008003aeacc523bcf3847893i1,OrdiMutants #2690,2690.0,Gen 1,242.17629644703115,rare
519,2dc5e4615507b7dd3762eb2cc885766e5dd5e4c1d559dd6e0de54d086aa11b37i3,OrdiMutants #3161,3161.0,Gen 1,242.14028811325417,rare
520,a62a3a45b5d3880b0d0e14ef357594fbe38782773718ea4339cccedbc487c20bi1,OrdiMutants #4054,4054.0,Gen 1,242.0484795390147,rare
521,dcb284d29c30387364d7f889f1be818b469cc69aa765bbd1763653c0c86a4189i0,ORDIMUTANT OG#132,132.0,OG,242.027495259848,rare
522,fbaf930f8312c00ae908a55d38cfbe07c48bdf7ed09992637e0fc52be75bbc93i1,OrdiMutants #456,456.0,Gen 1,241.82100386041415,rare
523,d677278448aef01287c3cc56f5644b7e61a021df650abc4b3b9b5b99e882f5d6i0,OrdiMutants #201,201.0,Gen 1,241.8040519789897,rare
524,727d825e17057e9c756b3a5b142d5be03fc1948fc3b5440b1c51246c2bc68e85i0,OrdiMutants #1704,1704.0,Gen 1,241.79476664378865,rare
525,a2630afd23cb91ef276a401939b1979000453a83684aa1b3b63dfdc81394b652i5,OrdiMutants #470,470.0,Gen 1,241.5707470191215,rare
526,86a1ad95b327243361f11236a6a20ce6fe52679f16bcefeb60614096a9335c83i5,OrdiMutants #64,64.0,Gen 1,241.540229810274,rare
527,53c823bf08f195622229f55573d672a66b9514a3f40bb44f36baff1b55d8236di0,OrdiMutants #3185,3185.0,Gen 1,241.27459338503465,rare
528,7e9797b963b430a493aa5f2270a288d1c30ac2cbb683d6ee5909cf0e7dce8b0fi0,OrdiMutants #1973,1973.0,Gen 1,241.2641614816613,rare
529,a62a3a45b5d3880b0d0e14ef357594fbe38782773718ea4339cccedbc487c20bi3,OrdiMutants #3992,3992.0,Gen 1,241.24487467530165,rare
530,7e0ca7b5499d44bc9ef95dd67f7a93f83144d2f2b6fd95957c5d4cadbb01d3b1i0,OrdiMutants #116,116.0,Gen 1,241.15173476079715,rare
531,2aeee06f1e2c8f4846bb0cab5145bf81b79cbda4be1771441620331d11382761i2,OrdiMutants #1879,1879.0,Gen 1,241.05209120194803,rare
532,a9fb84d82ac2e1352d7f89425f9fcbc15e02569b82443e7147098bd52a15f4d8i6,OrdiMutants #3911,3911.0,Gen 1,241.00094503892203,rare
533,9bd3fe1ef74a092443ebf4d28b4b210f44facd2fd5ebd3ab7d952ca1fae721a4i0,OrdiMutants #2087,2087.0,Gen 1,240.9883071304073,rare
534,a6ff3d5f1dc0ed27f2ddbcb8f8d46059bcd4b922f830d6b71fc03fb303c97366i1,OrdiMutants #659,659.0,Gen 1,240.94741832007517,rare
535,25046c14f6be81f43ca8ae7e5ba7c031a9fb3acdd31a3f7518147043c65cb420i1,OrdiMutants #248,248.0,Gen 1,240.91091449440933,rare
536,9f308fc0986d60a4b53902e7e166743f1bfe1edcbb8f655b98b5b4e72853d482i8,OrdiMutants #3640,3640.0,Gen 1,240.72815595523272,rare
537,666188a8cb2b216ec2c1c16976505e8f21da19000e015aa06f4f335d64b2fd4ei1,OrdiMutants #113,113.0,Gen 1,240.67011967863905,rare
538,ab1929d38269904d7467f696c7de49a68fdb0a2b798aa250ea794a9add597ff5i5,OrdiMutants #505,505.0,Gen 1,240.63906621266256,rare
539,f9ae5485504659cb5c850f4361fb6116dc087459f1e0d83323b18f0844e31df1i0,OrdiMutants #4206,4206.0,Gen 1,240.60170967251983,rare
540,3188be0c903537a04714d39a93c70c7c93f158b42ce677ee0433d7d1ff38f6f5i1,OrdiMutants #409,409.0,Gen 1,240.30049677805331,rare
541,dd7c97765ce8070373398530e11414de69cb11d2f49d36894889b6d7624b1914i0,OrdiMutants #686,686.0,Gen 1,240.2156865486868,rare
542,5fa2c564aca88a0767836d670a161c324480038d75f2d57c9a3c826aa1b6dadai0,OrdiMutants #330,330.0,Gen 1,240.0032468510127,rare
543,a2630afd23cb91ef276a401939b1979000453a83684aa1b3b63dfdc81394b652i0,OrdiMutants #495,495.0,Gen 1,239.8692914063369,rare
544,714f4d970facc6db69444575c35c423cb5b5300ba9e39f7320e48f7cfcb64ca8i4,OrdiMutants #2730,2730.0,Gen 1,239.7008791912987,rare
545,d43aae87a6b0540f85972e416e4d694ba8c2d7f1077b3205e7a7ec318448a1fci1,OrdiMutants #771,771.0,Gen 1,239.5163204834759,rare
546,ab1929d38269904d7467f696c7de49a68fdb0a2b798aa250ea794a9add597ff5i6,OrdiMutants #2256,2256.0,Gen 1,239.4041858963961,rare
547,c683b33688f808d3bb2f0fbfe68e0c425c54f2a9ea815aabb555d6320988138ai0,OrdiMutants #3089,3089.0,Gen 1,239.29767888793288,rare
